"default","n_collect","credit_ratio","interest","initial_list_status","recover","coll_fee","out_prncp","total_cc","term","fees_rec","total_acc","employment","amount","monthly_payment","funded","status","v1","int_rec","reason","last_payment","pymnt_rec","quality","out_prncp_inv","violations","del","inc","prin_rec","credit_bal","ncc","req"
1,0,63.9,17.57,"b",0,0,6783,11859.32," 3 yrs",0,31,"7",15000,539.06,15000,"checked",24.25,3642.32,"cc",539.06,11859.32,"q4",6783,0,0,46000,8217,26840,20,2
1,0,42,23.63,"a",0,0,0,1712.32," 5 yrs",0,26,"1",30000,856.61,30000,"checked",19.16,1175.65,"debt",856.61,1712.32,"q6",0,0,0,140000,536.67,12006,17,1
0,0,62.3,13.99,"b",0,0,28218.19,3466.18," 5 yrs",0,35,"10+",30000,697.9,30000,"checked",34.64,1684.37,"debt",697.9,3466.18,"q3",28218.19,0,0,75000,1781.81,29339,16,0
0,0,37,13.99,"b",0,0,28391.93,5024.03," 5 yrs",0,58,"10+",31000,721.16,31000,"checked",26.8,2415.96,"debt",721.16,5024.03,"q3",28391.93,0,0,70000,2608.07,17626,12,0
0,0,14.4,11.53,"b",0,0,20211.29,1359.61," 5 yrs",0,24,"4",21000,462.17,21000,"partial",25.2,570.9,"debt",462.17,1359.61,"q2",20211.29,0,0,42000,788.71,9013,10,0
0,0,45.5,19.99,"a",0,0,22348.01,1182.56," 5 yrs",0,28,"10+",22800,603.94,22800,"partial",25.8,730.57,"debt",603.94,1172.19,"q5",22151.97,0,0,60000,451.99,17934,17,1
0,0,89.2,13.35,"b",0,0,11176.72,16501.68," 3 yrs",0,10,"4",24000,812.71,24000,"partial",20.19,3678.4,"cc",1000,16501.68,"q3",11176.72,0,0,91000,12823.28,34690,5,2
1,0,50.7,18.25,"a",20.18,0,0,10156.18," 3 yrs",0,22,"6",20000,725.56,20000,"checked",17.31,3630.31,"other",725.56,10143.56,"q4",0,0,0,52000,6505.69,11153,12,1
0,0,96.4,16.99,"a",0,0,23858.11,9629.66," 3 yrs",0,19,"< 1",30000,1069.44,30000,"checked",20.39,3487.77,"debt",1069.44,9629.66,"q4",23858.11,0,0,150000,6141.89,17356,11,0
0,0,44,13.18,"b",0,0,15000,0," 3 yrs",0,26,"3",15000,506.72,15000,"unchecked",32.47,0,"renovation",0,0,"q3",15000,3,0,55000,0,13518,10,0
0,0,40.8,9.76,"a",0,0,0,27686.04925," 3 yrs",0,43,"< 1",24000,771.72,24000,"unchecked",18.12,3686.05,"debt",5316.24,27686.05,"q2",0,0,0,130000,24000,29243,23,0
0,0,83.2,16.55,"a",0,0,33474.92,2657.05," 3 yrs",0,30,"8",35000,1240.03,35000,"checked",15.53,1131.97,"cc",1240.03,2655.15,"q4",33451.01,0,0,160000,1525.08,30937,10,1
0,0,44.3,19.52,"a",0,0,9991.25,12872.12," 3 yrs",0,38,"NA",18350,677.48,18350,"checked",16.3,4513.37,"debt",677.48,12872.12,"q5",9991.25,0,1,51000,8358.75,10990,21,1
0,0,61,19.99,"b",0,0,21177.56,6966.27," 5 yrs",0,15,"10+",24000,635.72,24000,"checked",30.08,4143.83,"debt",635.72,6966.27,"q5",21177.56,0,0,189000,2822.44,90771,13,2
0,0,43.8,12.99,"b",0,0,624.59,768.17," 3 yrs",0,51,"7",1200,40.43,1200,"partial",23.52,192.76,"other",40.43,768.17,"q3",624.59,0,0,72000,575.41,9761,19,1
1,0,66,23.63,"a",1610.71,15.63,0,7600.54," 5 yrs",0,28,"10+",30000,856.61,30000,"partial",14.13,4017.31,"debt",856.61,7581.54,"q6",0,0,1,220000,1972.52,9703,11,3
0,0,63.1,15.61,"a",0,0,0,9038.72067928," 3 yrs",0,18,"7",8400,293.71,8400,"partial",5.58,638.72,"debt",237.22,9038.72,"q3",0,0,0,60000,8400,5996,8,4
0,0,49,9.99,"a",0,0,15544.95,5796.15," 3 yrs",0,24,"5",20000,645.25,20000,"checked",21.44,1341.1,"debt",645.25,5767.17,"q2",15467.22,0,0,80000,4455.05,22544,12,2
0,0,30.5,22.99,"a",0,0,30782.74,11748.23," 5 yrs",0,38,"3",35000,986.47,35000,"checked",11.83,7530.97,"other",986.47,11748.23,"q6",30782.74,0,2,247000,4217.26,268309,19,0
0,0,47.4,9.91,"a",0,0,0,8051.36910352," 3 yrs",0,30,"6",6975,224.77,6975,"partial",18.82,1076.37,"debt",1545.04,7935.92,"q2",0,1,0,60000,6975,15089,13,1
0,0,29.6,13.98,"b",0,0,15365.93,26449.19," 3 yrs",0,16,"8",35000,1195.88,35000,"checked",15.16,6815.12,"cc",1195.88,26449.19,"q3",15365.93,0,0,95000,19634.07,9918,12,0
0,0,59.9,5.93,"b",0,0,5549.92,1699.61," 3 yrs",0,33,"7",7000,212.74,7000,"unchecked",22.76,249.53,"cc",212.74,1699.61,"q1",5549.92,0,0,50000,1450.08,22221,22,0
0,0,87.7,7.9,"b",0,0,1945.44,21684.3," 3 yrs",0,20,"9",21000,657.1,21000,"checked",14.92,2629.74,"cc",657.1,21684.3,"q1",1945.44,0,0,275000,19054.56,94773,9,1
0,0,92.7,14.16,"b",0,0,15564.02,9807.6," 5 yrs",0,33,"10+",21000,490.38,21000,"checked",18.16,4371.62,"debt",490.38,9807.6,"q3",15564.02,0,0,1e+05,5435.98,44689,8,0
1,0,66,18.64,"a",2815.31,28.1531000027,0,24439.43," 5 yrs",0,29,"10+",30000,772.29,30000,"partial",9.17,11637.34,"cc",772.29,24439.43,"q5",0,0,0,120000,9986.78,21673,6,0
0,0,60.1,16.55,"b",0,0,12315.01,5653.99," 3 yrs",0,26,"10+",16000,566.87,16000,"checked",20.23,1969,"debt",566.87,5653.99,"q4",12315.01,3,0,56000,3684.99,8955,11,0
0,0,73,18.99,"a",0,0,4430.82,329.28," 3 yrs",0,19,"4",4625,169.52,4625,"checked",36.49,135.1,"debt",169.52,329.28,"q5",4430.82,0,1,67000,194.18,1490,8,3
0,0,25.6,13.68,"a",0,0,0,12773.5710432," 3 yrs",0,32,"1",12000,408.27,12000,"partial",13.74,773.57,"debt",10732.52,12773.57,"q3",0,0,0,80000,12000,12995,26,3
1,0,0,10.99,"a",122.42,1.32,0,2169.38," 3 yrs",0,7,"NA",3500,114.57,3500,"checked",21.74,452.13,"moving",114.57,2169.38,"q2",0,0,0,27600,1594.83,0,5,4
0,0,53.6,12.29,"a",0,0,5799.2,845.1," 3 yrs",0,25,"2",6400,213.46,6400,"unchecked",31.76,244.3,"cc",213.46,845.1,"q3",5799.2,0,1,60000,600.8,6053,9,1
1,0,11.3,13.43,"a",1323.3,13.2330000055,0,13386.59," 5 yrs",0,33,"10+",16800,385.96,16800,"checked",27.51,4760.79,"debt",157.01,13346.85,"q3",0,0,0,53528,7302.5,3433,13,2
0,0,27.2,10.99,"a",0,0,10263.2,2342.21," 3 yrs",0,47,"8",12000,392.81,12000,"unchecked",39.49,605.41,"cc",392.81,2342.21,"q2",10263.2,1,0,98000,1736.8,19348,20,0
0,0,21.9,7.62,"b",0,0,2933.63,4319.07," 3 yrs",0,11,"4",6600,205.67,6600,"partial",10.06,652.7,"boat",205.67,4319.07,"q1",2933.63,0,0,69000,3666.37,10556,7,0
1,0,45,18.24,"b",0,0,0,405.2," 5 yrs",0,16,"5",15875,405.2,15875,"checked",24.48,241.3,"debt",405.2,405.2,"q4",0,0,0,53000,163.9,9409,10,1
1,0,46.8,12.39,"b",0,0,0,1326.1," 5 yrs",0,21,"3",19900,446.6,19900,"partial",11.3,595.21,"cc",446.6,1326.1,"q3",0,0,0,90000,730.89,20364,7,0
0,0,69.3,24.5,"a",0,0,0,20153.23," 5 yrs",0,21,"< 1",19750,573.92,19750,"partial",13.51,403.23,"renovation",20153.23,20153.23,"q6",0,0,0,55000,19750,5265,8,1
1,0,65.8,15.81,"a",757.64,7.49,0,3963.8," 3 yrs",0,19,"< 1",15250,534.72,15250,"partial",6.79,1137.61,"business",534.72,3963.8,"q3",0,0,0,55000,2068.55,6117,13,2
0,0,78.8,12.12,"b",0,0,493.86,17467.8," 3 yrs",0,17,"10+",15000,499.08,15000,"unchecked",16.31,2961.67,"debt",499.08,17467.8,"q2",493.86,0,0,68000,14506.13,15529,10,0
0,0,63.9,8.18,"b",0,0,0,25267.43," 3 yrs",0,24,"9",24000,754.07,24000,"partial",7.79,1267.43,"renovation",4.38,25267.43,"q2",0,0,0,293750,24000,44080,14,0
1,0,84.7,16.29,"a",0,0,0,11646.83," 5 yrs",0,24,"7",28000,685.23,28000,"checked",6.48,5857.18,"debt",685.23,11646.83,"q3",0,0,0,125000,5789.65,25904,5,0
0,0,4.4,7.69,"b",0,0,0,15659.39," 3 yrs",0,41,"< 1",15000,467.91,15000,"unchecked",4.52,659.39,"other",12059.39,15659.39,"q1",0,0,0,135000,15000,3574,16,1
0,0,55.9,14.09,"b",0,0,0,8448.31," 3 yrs",0,35,"10+",8000,273.78,8000,"unchecked",14.6,448.31,"cc",7356.32,8448.31,"q2",0,0,1,47000,8000,6039,12,2
1,0,91,13.65,"a",0,0,8260.82,9182.16," 3 yrs",0,20,"10+",15000,510.12,15000,"partial",21.02,2442.98,"medical",510.12,9182.16,"q3",8260.82,0,0,74000,6739.18,28203,5,1
0,0,21.8,7.9,"a",0,0,2204.98,11260.57," 3 yrs",0,24,"10+",12000,375.49,12000,"unchecked",16.23,1465.55,"debt",375.49,11237.12,"q1",2200.38,0,2,60000,9795.02,49905,15,0
1,0,65.9,20.2,"a",0,0,4974.71,3737.28," 3 yrs",15,36,"1",7150,266.45,7150,"unchecked",26.65,1546.99,"debt",480.8,3737.28,"q5",4974.71,0,2,35000,2175.29,29139,13,3
1,0,43.5,16.2,"a",0,0,0,2115.32," 3 yrs",0,17,"NA",3000,105.77,3000,"checked",24.68,628.18,"cc",105.77,2115.32,"q3",0,0,0,11193,1487.14,4044,8,2
0,0,80.4,18.25,"a",0,0,32853.94,4394.22," 5 yrs",0,25,"10+",34700,885.88,34700,"partial",31.46,2548.16,"debt",885.88,4378.39,"q5",32735.59,0,1,75000,1846.06,43001,14,0
0,0,79.9,12.35,"a",0,0,1206.71,5202.09," 3 yrs",0,19,"4",5375,179.43,5375,"checked",19.18,1033.8,"debt",179.43,5202.09,"q2",1206.71,0,1,26460,4168.29,7270,7,1
0,0,59.9,7.9,"b",0,0,0,30182.59," 3 yrs",0,22,"10+",28000,876.13,28000,"partial",12.78,2182.59,"debt",18792.9,30182.59,"q1",0,0,0,91000,28000,39409,7,2
0,0,93.9,21.99,"b",0,0,16995.92,12388.55," 5 yrs",0,35,"1",21350,589.55,21350,"partial",30.13,8034.47,"debt",589.55,12388.55,"q5",16995.92,0,0,51000,4354.08,22624,12,1
0,0,52.2,11.53,"b",0,0,19060.22,1306.81," 3 yrs",0,34,"8",20000,659.81,20000,"checked",25.77,367.03,"debt",659.81,1306.81,"q2",19060.22,0,0,57000,939.78,19996,12,0
0,0,73.5,15.41,"b",0,0,14000,0," 5 yrs",0,21,"NA",14000,336.08,14000,"checked",34.27,0,"cc",0,0,"q4",14000,1,0,43000,0,12196,9,1
0,0,86.6,11.67,"a",0,0,3260.48,3570.3," 3 yrs",0,20,"10+",6000,198.35,6000,"unchecked",10.44,830.78,"debt",198.35,3570.3,"q2",3260.48,0,0,106000,2739.52,8570,8,0
0,0,42.2,14.17,"a",0,0,0,13801.9374862," 5 yrs",0,13,"8",10000,233.57,10000,"checked",7.83,3801.94,"transport",2858.57,13801.94,"q3",0,0,0,49992,10000,7178,8,1
0,0,85.6,9.17,"a",0,0,12326.67,9538.23," 3 yrs",0,27,"10+",20000,637.58,20000,"checked",28.41,1864.9,"debt",637.58,9538.23,"q2",12326.67,0,2,135000,7673.33,63604,13,0
0,0,102.3,10.99,"b",0,0,26001.43,2715.49," 3 yrs",0,5,"10+",28000,916.56,28000,"checked",10.79,716.92,"cc",916.56,2715.49,"q2",26001.43,0,1,105000,1998.57,23532,5,0
1,0,54.4,10.16,"a",0,0,1814.87,9306.78," 3 yrs",0,27,"10+",9600,310.49,9600,"partial",22.98,1521.65,"debt",310.49,9306.78,"q2",1814.87,0,0,60000,7785.13,15328,12,1
0,0,57.2,19.19,"b",0,0,9695.01,1130.14," 3 yrs",0,28,"6",10350,380.39,10350,"partial",26.2,475.15,"debt",380.39,1130.14,"q5",9695.01,0,1,59000,654.99,14076,24,4
0,0,74,24.99,"a",0,0,0,30808.75," 5 yrs",0,29,"10+",29700,871.57,29700,"checked",34.2,1108.75,"debt",30849.98,30782.82,"q6",0,0,0,66000,29700,23806,16,0
1,0,56.3,13.67,"a",731.34,131.641200003,0,3350.53," 3 yrs",0,21,"4",7000,238.13,7000,"unchecked",17.25,774.37,"cc",238.13,3350.53,"q2",0,0,0,45000,1844.82,6531,9,1
0,0,55.2,19.99,"b",0,0,9700.14,772.46," 5 yrs",0,24,"10+",10000,264.89,10000,"partial",16.29,472.6,"debt",264.89,772.46,"q5",9700.14,0,4,119000,299.86,101899,15,1
0,0,37.3,13.99,"b",0,0,18812.11,2310.81," 5 yrs",0,18,"9",20000,465.27,20000,"partial",32.53,1122.92,"debt",465.27,2310.81,"q3",18812.11,0,0,65000,1187.89,15767,15,1
0,0,31,15.61,"a",0,0,9808.34,4340.1," 5 yrs",0,23,"NA",12000,289.34,12000,"checked",30.76,2148.44,"debt",289.34,4249.68,"q4",9604,0,0,34558.8,2191.66,10914,16,1
1,0,24.8,12.49,"b",0,0,0,5533.09," 3 yrs",0,31,"10+",13150,439.86,13150,"partial",16.45,1827.08,"debt",173.65,5533.09,"q2",0,0,3,68052,3706.01,1884,15,0
0,0,100.1,15.61,"b",0,0,6911.21,1671.38," 3 yrs",0,18,"< 1",8000,279.72,8000,"partial",18.99,582.59,"debt",279.72,1671.38,"q4",6911.21,0,2,46000,1088.79,7810,13,0
1,0,66.8,19.72,"a",1876.88,18.7687999958,0,14115.59," 3 yrs",0,14,"4",20675,765.42,20675,"partial",16.58,4525.54,"debt",765.42,14115.59,"q4",0,0,0,70000,7713.17,11754,10,1
1,0,71.7,13.98,"a",0,0,13551.35,10968," 3 yrs",0,32,"< 1",21400,731.2,21400,"partial",15.82,3119.35,"debt",731.2,10968,"q3",13551.35,0,0,61000,7848.65,21789,17,1
0,0,70.4,21.99,"a",0,0,0,22407.89," 3 yrs",0,62,"7",20000,763.71,20000,"unchecked",11.14,2407.89,"other",17825.63,22407.89,"q5",0,0,1,110400,20000,31389,21,3
1,0,65.5,14.33,"a",12.98,0,0,7674.6," 3 yrs",0,12,"NA",11175,383.73,11175,"checked",9.28,2054.27,"cc",383.73,7640.28,"q3",0,0,0,33500,5607.35,13564,6,1
0,0,65.6,11.67,"a",0,0,4376.11,3471," 3 yrs",0,6,"6",7000,231.4,7000,"partial",13.44,847.11,"cc",231.4,3471,"q2",4376.11,1,0,60000,2623.89,5252,4,0
0,0,26.5,16.55,"a",0,0,5642.9,407.23," 3 yrs",0,31,"NA",5900,209.04,5900,"checked",32.66,150.13,"debt",209.04,407.23,"q4",5642.9,0,0,39468,257.1,5359,13,1
0,0,78.3,13.99,"a",0,0,30790.03,5919.05," 3 yrs",0,18,"3",34800,1189.22,34800,"partial",6.16,1909.08,"renovation",1189.22,5919.05,"q3",30790.03,1,0,128400,4009.97,7592,7,2
0,0,73.9,24.08,"b",0,0,7872.97,5763," 5 yrs",0,28,"10+",10000,288.15,10000,"partial",31.63,3635.97,"other",288.15,5763,"q6",7872.97,0,2,75000,2127.03,16708,12,0
0,0,9.1,7.9,"b",0,0,4703.57,7761.6," 3 yrs",0,33,"9",11275,352.8,11275,"partial",11.65,1190.17,"debt",352.8,7761.6,"q1",4703.57,0,1,113000,6571.43,2387,7,1
0,0,44.7,7.26,"b",0,0,10186.74,5334.39," 3 yrs",0,14,"5",15000,464.95,15000,"unchecked",4.15,521.13,"debt",464.95,5334.39,"q1",10186.74,0,0,85000,4813.26,14787,6,0
1,0,49.4,17.27,"b",0,0,0,4997.64," 3 yrs",34.01,16,"5",10625,380.24,10625,"checked",12.72,1851.8,"renovation",400,4997.64,"q3",0,0,4,70000,3111.83,3356,12,1
0,0,68.5,23.5,"a",0,0,0,29738.4596527," 5 yrs",35.6,31,"3",25000,711.97,25000,"checked",10.37,4702.86,"cc",498.26,29738.46,"q6",0,0,5,2e+05,25000,5071,10,1
0,0,71.4,8.39,"a",0,0,13734.62,13503.36," 3 yrs",0,25,"3",25000,787.92,25000,"partial",5.58,2237.98,"debt",900,13503.36,"q1",13734.62,0,1,1e+05,11265.38,16492,9,0
0,0,48.5,7.9,"b",0,0,5214.62,8604.86," 3 yrs",0,32,"2",12500,391.13,12500,"partial",16.24,1319.48,"cc",391.13,8604.86,"q1",5214.62,0,1,70000,7285.38,14563,11,1
1,0,90.6,14.47,"a",0,0,0,10294.52," 3 yrs",0,15,"3",17600,605.56,17600,"unchecked",4.25,2922.23,"other",605.56,10294.52,"q3",0,0,0,56250,7372.29,4619,6,1
0,0,13.8,8.39,"b",0,0,1649.02,3782.04," 3 yrs",0,16,"5",5000,157.59,5000,"unchecked",17.49,431.06,"cc",367.69,3782.04,"q1",1649.02,0,0,42000,3350.98,9212,11,0
0,0,90.4,11.53,"b",0,0,17654.37,1856.12," 3 yrs",0,30,"10+",19000,626.82,19000,"checked",26.4,510.49,"cc",626.82,1856.12,"q2",17654.37,0,0,54000,1345.63,19064,13,1
1,0,71,21.49,"a",0,0,0,33471.84," 5 yrs",0,23,"2",35000,956.55,35000,"checked",20.87,17616.17,"debt",956.55,33471.84,"q5",0,0,0,93600,15855.67,19726,11,1
0,0,62.2,14.49,"a",0,0,3174.95,2577.33," 3 yrs",0,17,"10+",5000,172.09,5000,"partial",19.32,752.28,"debt",172.09,2577.33,"q3",3174.95,0,0,80000,1825.05,4415,6,2
1,0,89.8,17.27,"a",242.73,43.6914,0,2170.99," 3 yrs",0,10,"3",3000,107.37,3000,"unchecked",11.42,622.75,"debt",107.37,2134.83,"q3",0,0,0,35000,1305.51,9694,6,0
0,0,60.8,14.47,"a",0,0,0,17265.35," 3 yrs",0,41,"8",14500,498.9,14500,"partial",15.55,2765.35,"debt",7786.25,17265.35,"q3",0,0,1,75000,14500,5657,10,0
0,0,52.6,17.86,"b",0,0,0,22572.69," 3 yrs",0,15,"4",22000,793.81,22000,"partial",23.88,572.69,"renovation",22594.52,22572.69,"q4",0,0,0,48000,22000,5098,6,0
1,0,60.8,18.75,"b",0,0,0,9863.1," 3 yrs",0,18,"3",30000,1095.9,30000,"partial",18.49,3852.81,"moving",1095.9,9863.1,"q4",0,0,0,90000,6010.29,14906,9,1
0,0,41,12.69,"b",0,0,27422.32,2924.66," 3 yrs",0,26,"7",29475,988.74,29475,"checked",15.22,871.98,"debt",988.74,2924.66,"q3",27422.32,0,0,169000,2052.68,115992,9,1
0,0,47.7,15.61,"a",0,0,8496,18460.32," 3 yrs",0,33,"10+",22000,769.23,22000,"checked",25.56,4956.32,"cc",769.23,18460.32,"q3",8496,0,0,50000,13504,10104,20,4
0,0,55.9,11.99,"b",0,0,24058.68,9149.82," 5 yrs",0,20,"10+",29450,654.96,29450,"partial",25.26,3758.5,"debt",654.96,9149.82,"q2",24058.68,0,0,59000,5391.32,34280,10,1
0,0,63.7,16.55,"a",0,0,3269.63,365.59," 3 yrs",0,32,"6",3500,124.01,3500,"checked",24.69,135.22,"debt",124.01,360.37,"q4",3222.93,0,0,90300,230.37,29048,19,3
1,0,10.3,6.62,"a",21.6,0,0,5895.12," 3 yrs",0,24,"4",8000,245.63,8000,"partial",10.84,736.91,"debt",245.63,5895.12,"q1",0,0,0,29000,5136.61,5493,17,1
0,0,66.3,9.17,"b",0,0,6410.38,6885.9," 3 yrs",0,17,"10+",12000,382.55,12000,"unchecked",26.76,1296.28,"cc",382.55,6885.9,"q2",6410.38,0,0,50000,5589.62,26729,12,0
0,0,61.7,12.12,"a",0,0,0,41498.6142506," 3 yrs",0,43,"8",35000,1164.51,35000,"checked",20,6498.61,"debt",11223.99,41498.61,"q2",0,0,0,107244,35000,38679,17,0
1,0,88.1,16.78,"a",5397.84,971.6112,0,8365.74," 5 yrs",0,28,"< 1",20000,494.69,20000,"checked",34.3,1631.92,"cc",494.69,8365.74,"q3",0,0,0,65000,1335.98,51425,11,0
0,0,87.2,14.33,"b",0,0,0,11999.29," 3 yrs",0,18,"1",10000,343.39,10000,"partial",23.12,1999.29,"cc",4788.1,11999.29,"q3",0,0,0,37000,10000,25376,6,0
0,0,0,15.61,"a",0,0,5986.2,1728.46," 3 yrs",0,16,"1",7125,249.13,7125,"checked",0,589.66,"boat",249.13,1728.46,"q4",5986.2,0,0,26000,1138.8,0,11,0
1,0,28.5,7.69,"a",0,0,0,2522.08," 3 yrs",0,21,"1",7350,229.28,7350,"partial",25.86,452.65,"cc",229.28,2522.08,"q1",0,0,0,40000,2069.43,5160,18,0
0,0,79.5,17.14,"a",0,0,0,19933.87," 5 yrs",0,15,"3",19175,478,19175,"partial",26,758.87,"debt",19474.13,19933.87,"q4",0,0,0,48000,19175,24489,6,1
1,0,60.4,23.28,"a",2488.05,24.7897000037,0,5028.95," 5 yrs",0,18,"4",18000,510.33,18000,"checked",6.5,1706.91,"debt",510.33,5028.95,"q6",0,0,0,65000,833.99,11589,8,1
0,0,40.2,13.11,"a",0,0,776.21,8681.49," 3 yrs",0,26,"2",7800,263.23,7800,"checked",14.54,1657.7,"debt",263.23,8653.69,"q2",773.71,0,0,25000,7023.79,12783,8,1
1,0,79.4,15.31,"a",12.41,2.2337999974,0,14731.2," 5 yrs",0,19,"2",20500,491.04,20500,"checked",10.41,6401.09,"cc",491.04,14731.2,"q3",0,0,0,52000,8317.7,15964,8,0
0,0,37.8,7.49,"a",0,0,12442.02,6727.17," 3 yrs",0,29,"10+",18000,559.83,18000,"unchecked",19.15,1169.19,"debt",584.02,6727.17,"q1",12442.02,0,0,65000,5557.98,30305,27,1
1,0,27.4,17.57,"a",0,0,3282.57,1146.1," 3 yrs",0,11,"1",4000,143.75,4000,"checked",15.12,428.67,"debt",143.75,1146.1,"q4",3282.57,0,1,30000,717.43,3884,11,0
0,0,17.6,16.99,"b",0,0,0,9735.92," 3 yrs",0,20,"8",9600,342.22,9600,"partial",13.8,135.92,"boat",9735.92,9735.92,"q4",0,1,0,42520,9600,1513,8,1
0,0,50.5,12.69,"b",0,0,6474.35,2145," 3 yrs",0,32,"2",8000,268.36,8000,"partial",6.66,619.35,"other",277.76,2145,"q3",6474.35,0,0,40000,1525.65,9444,7,0
0,0,27.1,13.11,"a",0,0,0,24068.8101177," 3 yrs",0,48,"6",20000,674.94,20000,"checked",14.47,4068.81,"debt",5848.94,24068.81,"q2",0,0,1,115000,20000,6948,16,5
1,0,72.4,10.16,"a",0,0,0,13448.21," 3 yrs",0,25,"4",16000,517.48,16000,"unchecked",12.86,2394.72,"debt",517.48,13427.28,"q2",0,0,0,111000,11053.49,13608,15,1
1,0,78.8,12.39,"a",0,0,0,4105.33," 3 yrs",0,18,"10+",27125,906,27125,"checked",23.47,2104.45,"cc",1406,4105.33,"q3",0,0,0,145000,2000.88,47193,11,0
0,0,44.8,14.33,"a",0,0,0,9470.04506582," 3 yrs",0,21,"7",8000,274.71,8000,"unchecked",19.38,1470.05,"debt",4261.83,9470.05,"q3",0,0,0,45000,8000,7705,8,0
0,0,62.5,7.49,"b",0,0,8614.13,4095.43," 3 yrs",0,21,"10+",12000,373.22,12000,"unchecked",25.65,709.56,"cc",373.22,4095.43,"q1",8614.13,0,0,35000,3385.87,13120,13,0
1,0,23.2,13.11,"a",179.99,32.3981999984,0,4481.1," 3 yrs",0,30,"10+",4400,148.49,4400,"unchecked",13.61,900.2,"cc",148.49,4481.1,"q2",0,0,1,50000,3400.91,4406,6,1
0,0,47.7,13.99,"a",0,0,1909.41,135.15," 3 yrs",0,41,"10+",2000,68.35,2000,"checked",26.82,44.56,"other",68.35,135.15,"q3",1909.41,0,0,49900,90.59,24408,32,2
0,0,16.4,14.16,"b",0,0,879.12,1507.44," 3 yrs",0,7,"NA",2000,68.52,2000,"checked",3.11,386.56,"debt",68.52,1507.44,"q3",879.12,0,0,17000,1120.88,442,3,0
0,0,33.9,6.97,"a",0,0,4211.81,12997.45," 3 yrs",0,27,"10+",15600,481.47,15600,"partial",19.1,1609.26,"cc",481.47,12997.45,"q1",4211.81,0,0,61000,11388.19,35754,13,0
0,0,24.9,9.17,"b",0,0,16016.71,5144.06," 3 yrs",0,50,"2",20000,637.58,20000,"partial",16.01,1160.77,"debt",637.58,5144.06,"q2",16016.71,2,0,105000,3983.29,9123,25,0
0,0,39.8,6.24,"b",0,0,22447.05,3035.79," 3 yrs",0,26,"4",25000,763.28,25000,"checked",25.69,482.84,"debt",763.28,3035.79,"q1",22447.05,0,0,94500,2552.95,28345,16,0
0,0,39.3,6.89,"b",0,0,24640.47,6450.7," 3 yrs",0,10,"6",30000,924.81,30000,"checked",4.19,1091.17,"cc",924.81,6450.7,"q1",24640.47,0,0,150000,5359.53,27013,4,0
0,1,14.6,19.22,"a",0,0,0,43159.81," 3 yrs",0,25,"10+",35000,1286.86,35000,"partial",20.97,8159.81,"renovation",21283.19,43159.81,"q4",0,0,4,1e+05,35000,2860,12,0
1,0,53.1,15.59,"a",0,0,3681.88,1673.74," 3 yrs",0,50,"< 1",4800,167.79,4800,"checked",30.19,555.62,"boat",167.79,1673.74,"q4",3681.88,0,0,53000,1118.12,31520,34,3
0,0,49.2,9.17,"b",0,0,20750.6,8816.39," 3 yrs",0,48,"3",27700,883.05,27700,"partial",24.49,1866.99,"cc",883.05,8816.39,"q2",20750.6,0,2,72217,6949.4,38528,15,2
0,0,24.3,14.65,"a",0,0,5238.54,1504.04," 3 yrs",0,29,"9",6250,215.59,6250,"partial",22.03,492.58,"debt",215.59,1504.04,"q3",5238.54,1,0,48000,1011.46,3567,8,0
1,0,84.4,15.1,"a",0,0,0,1332.66," 3 yrs",0,20,"3",19200,666.52,19200,"checked",19.25,477.72,"cc",666.52,1332.66,"q3",0,0,0,90000,854.94,67158,8,2
1,0,31.6,22.9,"a",1146.25,206.325,0,6020.76," 3 yrs",17.35,45,"4",8975,346.96,8975,"unchecked",17.94,2072.24,"home",711.27,6020.76,"q5",0,0,0,55000,2784.92,8590,23,3
0,0,49,9.17,"b",0,0,0,5729.03," 3 yrs",0,34,"8",5500,175.34,5500,"checked",32.97,229.03,"cc",5030.47,5729.03,"q2",0,0,0,62000,5500,7156,12,0
0,0,56,17.86,"b",0,0,7968.48,1285.24," 3 yrs",0,10,"10+",8725,314.82,8725,"checked",32.55,528.72,"debt",314.82,1285.24,"q4",7968.48,2,0,40000,756.52,4586,7,1
1,0,63,16.29,"a",0,0,16401.05,7341.75," 5 yrs",0,20,"10+",20000,489.45,20000,"unchecked",15.99,3742.8,"debt",489.45,7323.4,"q4",16360.05,0,1,50000,3598.95,33340,7,0
1,0,58.2,14.33,"b",802.52,144.4536,0,14529.22," 3 yrs",0,29,"10+",16000,549.42,16000,"unchecked",19.72,3364.69,"debt",549.42,14529.22,"q3",0,0,0,55000,10362.01,10420,14,0
1,0,63.7,17.57,"a",0,0,0,2012.88," 5 yrs",0,19,"1",10000,251.61,10000,"partial",28.03,1131.8,"debt",251.61,2012.88,"q4",0,0,1,48000,881.08,7967,8,0
0,0,49,11.99,"b",0,0,18199.33,385.22," 5 yrs",0,34,"10+",18425,409.77,18425,"unchecked",11.93,159.55,"cc",409.77,385.22,"q3",18199.33,0,0,80000,225.67,12501,10,0
0,0,64.3,12.69,"b",0,0,10957.72,1889.52," 5 yrs",0,22,"2",12000,271.14,12000,"partial",18.89,847.24,"cc",271.14,1889.52,"q3",10957.72,0,1,38000,1042.28,14856,10,1
